Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_AA5674AA	KML 5984	traces-0hyxwwp;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5674AA	NaN	3044				10	11	5	91	8	7	2
ESC_AA5675AA	KML 6588	traces-0KuFaww;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands								Escherichia coli				Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5675AA	NaN	3045		D		34	36	28	353	28	16	4
ESC_AA5676AA	KML 5871	traces-0RhKJVR;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5676AA	NaN	3046				10	11	4	353	8	264	2
ESC_AA5677AA	KML 5957	traces-0vaKXIt;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5677AA	NaN	3047				10	7	4	8	12	265	2
ESC_AA5678AA	KML 5900	traces-0jCLcRr;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5678AA	NaN	3048	ST156 Cplx			6	29	32	16	11	266	44
ESC_AA5680AA	KML 5915	traces-0snvgGJ;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5680AA	NaN	3050				6	417	4	16	24	8	14
ESC_AA5681AA	KML 6413	traces-0HYlsbL;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5681AA	NaN	3051				225	274	307	248	24	2	64
ESC_AA5682AA	KML 6433	traces-0ndVZcC;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5682AA	NaN	3052	ST38 Cplx			4	26	2	25	5	267	19
ESC_AA5683AA	KML 6457	traces-0jyYGfB;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5683AA	NaN	3053				76	14	10	15	267	268	2
ESC_AA5689AA	KML 5786	traces-0TxYPvr;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5689AA	NaN	3059				6	4	12	1	20	18	29
ESC_AA5690AA	KML 5829	traces-0TetSed;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5690AA	NaN	3060	ST101 Cplx			43	41	15	18	11	7	19
ESC_AA5691AA	KML 5995	traces-0TXnuKg;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5691AA	NaN	3061				101	88	262	281	59	215	4
ESC_AA5701AA	KML 6558	traces-0xrFXtt;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5701AA	NaN	3074				80	420	4	12	71	271	6
ESC_AA5702AA	KML 5905	traces-0MbWACN;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5702AA	NaN	3075	ST522 Cplx	A		10	23	109	8	270	8	2
ESC_AA5703AA	KML 2135	traces-0jTDGvb;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5703AA	NaN	3076		B1		6	29	14	18	9	26	14
ESC_AA5704AA	KML 2717	traces-0BpmKcM;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5704AA	NaN	3077				85	88	78	354	271	58	62
ESC_AA5707AA	KML 5866	traces-0GEIgzp;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5707AA	NaN	3080				207	421	260	254	1	261	2
ESC_AA5714AA	H_URO_029	traces-0TRMLYy;7GeneMLST;ND;;NA;Legacy		Human	Human	2009				Europe	Netherlands			Maastricht				MUMC					Pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5714AA	NaN	3088	ST10 Cplx	A		222	11	4	8	8	8	17
ESC_AA5785AA	R03675	traces-0LgKexZ;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5785AA	NaN	3165	ST10 Cplx	A		10	11	4	347	8	8	2
ESC_AA5786AA	R06341	traces-0HzTErb;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5786AA	NaN	3166		ABD		10	11	57	346	7	18	6
ESC_AA5787AA	R10154	traces-0tMXWjw;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5787AA	NaN	3167				304	23	4	18	7	8	6
ESC_AA5788AA	R09985	traces-0gkwvwN;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5788AA	NaN	3168		ABD		1	23	7	11	7	3	7
ESC_AA5789AA	R09802	traces-0lgpHNV;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5789AA	NaN	3169				6	413	14	1	20	62	7
ESC_AA5790AA	1795_EMC	traces-0kJeYHZ;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5790AA	NaN	3171	ST10 Cplx	A		10	11	4	8	8	35	2
ESC_AA5791AA	660	traces-0dqAHMv;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							Erasmus MC, Rotterdam							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5791AA	NaN	3172	ST14 Cplx			14	14	10	14	272	92	10
ESC_AA5805AA	T-09-IC-15	traces-0dPvMVb;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							MUMC					Pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5805AA	NaN	3186				85	430	78	295	59	58	62
ESC_AA5806AA	H_IC_035-2009	traces-0ripDDR;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							MUMC					Pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5806AA	NaN	3187	ST101 Cplx			43	41	316	90	11	8	6
ESC_AA5830AA	VB972342	traces-0yknRgY;7GeneMLST;ND;;NA;Legacy		Domesticated animal	Horse	2010				Europe	Netherlands							IHIT Giessen			n.t.		Pathogen	ESBL	None		NA	NA	UGTI	NA	NA	2015-08-26	2015-08-26	ESC_AA5830AA	NaN	3211	ST10 Cplx			10	11	4	358	8	178	2
ESC_AA5831AA	VB929910	traces-0uEcMLL;7GeneMLST;ND;;NA;Legacy		Poultry	Avian	2010				Europe	Netherlands							IHIT Giessen			n.t.		Pathogen	ESBL	None		NA	NA	Enteritis	NA	NA	2015-08-26	2015-08-26	ESC_AA5831AA	NaN	3212	ST73 Cplx			36	44	10	359	17	10	25
ESC_AA5885AA	254	traces-0RbsjgQ;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5885AA	NaN	3266				6	4	4	1	24	13	14
ESC_AA5886AA	239	traces-0SojnXG;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5886AA	NaN	3267				31	276	83	140	1	5	2
ESC_AA5887AA	263	traces-0wcjIkf;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5887AA	NaN	3268	ST38 Cplx			4	26	2	363	5	5	19
ESC_AA5976AA	KML 6830	traces-0BbLVGP;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA5976AA	NaN	3363				49	4	44	368	11	8	7
ESC_AA6189AA	1181200228	traces-0WyiYUi;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6189AA	NaN	3566	ST12 Cplx			329	13	9	13	16	10	9
ESC_AA6190AA	1181200237	traces-0SdLNHt;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6190AA	NaN	3566	ST12 Cplx			329	13	9	13	16	10	9
ESC_AA6191AA	1181200227	traces-0DMpKOy;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6191AA	NaN	3567				6	4	12	388	20	12	7
ESC_AA6206AA	KML 4300	traces-0elZfci;7GeneMLST;ND;;NA;Legacy		Human	Human					Europe	Netherlands												Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6206AA	NaN	3583	ST23 Cplx			6	4	324	1	20	12	7
ESC_AA6226AA	1191200750	traces-0KoDiti;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6226AA	NaN	3605				53	86	22	13	8	8	29
ESC_AA6227AA	1191200712	traces-0aEIrUo;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6227AA	NaN	3606		AxB1		6	29	5	18	11	12	2
ESC_AA6228AA	1191200772	traces-0Kkmaaf;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6228AA	NaN	3607		B1		6	95	32	18	9	7	14
ESC_AA6229AA	1191200649	traces-0eYgJml;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6229AA	NaN	3608				10	7	4	8	12	295	2
ESC_AA6230AA	1191200687	traces-0PQMBwx;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6230AA	NaN	3609				10	11	4	8	8	8	260
ESC_AA6231AA	1191200742	traces-0VLXlab;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6231AA	NaN	3610	ST226 Cplx	A		10	373	5	8	8	7	2
ESC_AA6232AA	1191200768	traces-0IIxIpB;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6232AA	NaN	3611				21	467	27	6	5	5	4
ESC_AA6233AA	1191200696	traces-0BzZsGJ;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6233AA	NaN	3612				83	306	245	8	42	1	2
ESC_AA6240AA	1191200744	traces-0YHcFfX;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM						ESBL	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6240AA	NaN	3621				207	389	260	393	301	297	2
ESC_AA6393AA	1181300031	traces-0YSdxhZ;7GeneMLST;ND;;NA;Legacy		Human	Human	2013				Europe	Netherlands							RIVM							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6393AA	NaN	3776				6	4	54	44	112	1	17
ESC_AA6394AA	1181300060	traces-0LQiWqf;7GeneMLST;ND;;NA;Legacy		Human	Human	2013				Europe	Netherlands							RIVM							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6394AA	NaN	3777	ST350 Cplx			6	31	5	28	105	1	2
ESC_AA6395AA	1181300050	traces-0BNgUjD;7GeneMLST;ND;;NA;Legacy		Human	Human	2013				Europe	Netherlands							RIVM							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6395AA	NaN	3778		ABD		20	486	41	43	5	32	2
ESC_AA6396AA	1181300042	traces-0svyfLx;7GeneMLST;ND;;NA;Legacy		Human	Human	2013				Europe	Netherlands							RIVM							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6396AA	NaN	3779		ABD		83	23	136	407	24	2	2
ESC_AA6400AA	1191200770	traces-0hoQCcx;7GeneMLST;ND;;NA;Legacy		Human	Human	2012				Europe	Netherlands							RIVM							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6400AA	NaN	3832				6	4	14	16	24	8	263
ESC_AA6674AA	P089_EPS	traces-0EXUaUQ;7GeneMLST;ND;;NA;Legacy		Bird	Poultry	2011				Europe	Netherlands							GD Animal Health				B2	Pathogen	APEC	Peritonitis		NA	NA	Peritonitis	NA	NA	2015-08-26	2015-08-26	ESC_AA6674AA	NaN	4109				13	40	13	13	23	311	66
ESC_AA6725AA	12S05498	traces-0xGSwAj;7GeneMLST;ND;;NA;Legacy		Domesticated animal	Horse	2012				Europe	Netherlands			Utrecht				Utrecht University; Fac. Veterinary Medicine							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6725AA	NaN	4163				100	23	7	45	8	3	2
ESC_AA6726AA	12S05205	traces-0sJdmDg;7GeneMLST;ND;;NA;Legacy		Domesticated animal	Horse	2012				Europe	Netherlands			Utrecht				Utrecht University; Fac. Veterinary Medicine							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6726AA	NaN	4164		ABD		100	540	7	141	7	3	7
ESC_AA6727AA	12S05273-2	traces-0rVqXbc;7GeneMLST;ND;;NA;Legacy		Domesticated animal	Horse	2012				Europe	Netherlands			Utrecht				Utrecht University; Fac. Veterinary Medicine							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6727AA	NaN	4165				100	23	7	447	7	2	7
ESC_AA6880AA	Chicken/NL/Dev/SP01390Mhe/11	traces-0VmPncS;7GeneMLST;ND;;NA;Legacy		Poultry	Chicken	2011				Europe	Netherlands							GD Animal Health				B1	Pathogen	APEC	None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6880AA	NaN	4359	ST101 Cplx			43	41	266	18	11	7	6
ESC_AA6935AA	V145-OT0085	traces-0aLUqhz;7GeneMLST;ND;;NA;Legacy			Swine					Europe	Netherlands							GD Animal Health				B1			None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6935AA	NaN	4416	ST101 Cplx			43	41	15	462	11	7	6
ESC_AA6936AA	V150-OT0115	traces-0ArPCrS;7GeneMLST;ND;;NA;Legacy		Animal	Swine					Europe	Netherlands							GD Animal Health				B1			None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6936AA	NaN	4417		B1		6	6	401	18	7	18	6
ESC_AA6937AA	R357-RU08054	traces-0qxrSWe;7GeneMLST;ND;;NA;Legacy		Livestock	Bovine	2013				Europe	Netherlands							GD Animal Health				A			None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6937AA	NaN	4418				10	11	4	12	356	8	2
ESC_AA6939AA	R391-RU31883	traces-0yVgiue;7GeneMLST;ND;;NA;Legacy		Livestock	Bovine	2011				Europe	Netherlands							GD Animal Health				A			None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6939AA	NaN	4420	ST168 Cplx	A		8	11	4	463	7	8	6
ESC_AA6940AA	R416-RU36500	traces-0VNbBzQ;7GeneMLST;ND;;NA;Legacy		Livestock	Bovine	2011				Europe	Netherlands							GD Animal Health				B1			None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6940AA	NaN	4421		B1		6	41	3	18	11	7	14
ESC_AA6941AA	R307-OV1483	traces-0dWfktq;7GeneMLST;ND;;NA;Legacy		Animal	Cattle	2010				Europe	Netherlands							GD Animal Health							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA6941AA	NaN	4422				8	7	27	8	8	8	6
ESC_AA7072AA	STEC2252	traces-0tejdFG;7GeneMLST;ND;;NA;Legacy		Human	Human	2013				Europe	Netherlands			Rotterdam				UMCG					Pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7072AA	NaN	4554		B2		76	24	244	89	17	14	79
ESC_AA7169AA	LB327327	traces-0XaXPfC;7GeneMLST;ND;;NA;Legacy		Animal	Swine					Europe	Netherlands							U.Dobrindt							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7169AA	NaN	4646	ST10 Cplx	A		10	601	57	8	8	8	20
ESC_AA7496AA	12-2261	traces-0LoHzcW;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2012				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7496AA	NaN	4976				207	389	260	254	301	2	2
ESC_AA7497AA	12-335-4	traces-0KVgqIk;7GeneMLST;ND;;NA;Legacy		Soil	Soil	2012				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7497AA	NaN	4977	ST206 Cplx			6	11	5	1	8	8	2
ESC_AA7498AA	12-328-1	traces-0ueyTiZ;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2012				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7498AA	NaN	4978		ABD		12	331	42	140	1	2	2
ESC_AA7499AA	12-335-3	traces-0VSbiPP;7GeneMLST;ND;;NA;Legacy		Soil	Soil	2012				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7499AA	NaN	4979				6	6	420	140	24	1	165
ESC_AA7500AA	11-740-5	traces-0Ybcxrr;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2011				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7500AA	NaN	4980		A		410	153	188	83	7	8	6
ESC_AA7501AA	12-595-3	traces-0ioKUub;7GeneMLST;ND;;NA;Legacy		Flies	Flies	2012				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7501AA	NaN	4981	ST10 Cplx	A		10	616	4	8	8	13	73
ESC_AA7515AA	11-750-2	traces-0MgGuCJ;7GeneMLST;ND;;NA;Legacy		Livestock	Chicken	2011				Europe	Netherlands							H.Blaak, RIVM, Bilthoven							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7515AA	NaN	4994				52	116	55	101	113	31	38
ESC_AA7554AA	2918_1	traces-0WkWAPu;7GeneMLST;ND;;NA;Legacy		Faeces	Human	2011				Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7554AA	NaN	5036	ST86 Cplx			416	6	33	131	24	8	7
ESC_AA7555AA	2884_1	traces-0ZyfUpR;7GeneMLST;ND;;NA;Legacy		Faeces	Human	2011				Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7555AA	NaN	5037	ST20 Cplx	AxB1		6	4	5	16	388	8	6
ESC_AA7556AA	2643_1	traces-0CaobCH;7GeneMLST;ND;;NA;Legacy		Faeces	Human	2011				Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7556AA	NaN	5037	ST20 Cplx	AxB1		6	4	5	16	388	8	6
ESC_AA7557AA	2632_1	traces-0JoffBb;7GeneMLST;ND;;NA;Legacy		Faeces	Human	2011				Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7557AA	NaN	5038		ABD		20	45	41	43	389	32	2
ESC_AA7558AA	3055_1	traces-0kZCnfW;7GeneMLST;ND;;NA;Legacy		Faeces	Human	2011				Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7558AA	NaN	5039				10	11	4	8	390	8	2
ESC_AA7559AA	2767_1	traces-0feqUry;7GeneMLST;ND;;NA;Legacy		Faeces	Human	2011				Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7559AA	NaN	5040				98	19	15	18	11	8	14
ESC_AA7560AA	0247_1	traces-0JHRLuv;7GeneMLST;ND;;NA;Legacy		Faeces	Human					Europe	Netherlands							RIVM					Unknown		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7560AA	NaN	5041	ST394 Cplx	D		21	35	423	52	5	5	4
ESC_AA7648AA	141009015074-1	traces-0WyJeIg;7GeneMLST;ND;;NA;Legacy		Human	Human	2014				Europe	Netherlands							UMCG					Pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7648AA	NaN	5135				23	218	271	27	37	16	19
ESC_AA7701AA	13-064.4	traces-0xkviLU;7GeneMLST;ND;;NA;Legacy		Manure	Cattle	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7701AA	NaN	5176				427	636	188	1	8	18	6
ESC_AA7702AA	13-064.3	traces-0OgwbMA;7GeneMLST;ND;;NA;Legacy		Manure	Cattle	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7702AA	NaN	5177	ST155 Cplx			6	4	14	516	24	8	14
ESC_AA7703AA	13-058.2	traces-0vCynfm;7GeneMLST;ND;;NA;Legacy		Manure	Cattle	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7703AA	NaN	5178				6	4	4	515	24	8	14
ESC_AA7704AA	14-185.6	traces-0TCuIfM;7GeneMLST;ND;;NA;Legacy		Manure	Cattle	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7704AA	NaN	5179	ST10 Cplx	A		10	635	4	8	8	8	2
ESC_AA7705AA	14-162.1	traces-0dMAlso;7GeneMLST;ND;;NA;Legacy		Manure	Cattle	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7705AA	NaN	5180		B1		6	4	347	10	397	239	7
ESC_AA7706AA	13-076.3	traces-0CHoULn;7GeneMLST;ND;;NA;Legacy		Manure	Veal	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7706AA	NaN	5181				6	6	5	514	9	8	6
ESC_AA7707AA	14-192.7	traces-0wAWkXH;7GeneMLST;ND;;NA;Legacy		Manure	Pig	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7707AA	NaN	5182				21	35	27	6	5	372	4
ESC_AA7708AA	14-183.7	traces-0YQLXKW;7GeneMLST;ND;;NA;Legacy		Manure	Pig	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7708AA	NaN	5183				64	196	224	279	8	1	194
ESC_AA7709AA	14-174.3	traces-0MCUcTm;7GeneMLST;ND;;NA;Legacy		Manure	Pig	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7709AA	NaN	5184				6	4	4	16	398	8	14
ESC_AA7710AA	13-091.8	traces-0kYWwBW;7GeneMLST;ND;;NA;Legacy		Manure	Poultry	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7710AA	NaN	5185				10	11	4	1	8	371	2
ESC_AA7711AA	14-063.1	traces-0UbZuqB;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7711AA	NaN	5186				100	23	7	45	7	2	7
ESC_AA7712AA	14-010.1	traces-0TXaGSV;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2014				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7712AA	NaN	5187	ST155 Cplx			6	4	4	16	24	370	14
ESC_AA7713AA	13-287.3	traces-0qgcbjI;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7713AA	NaN	5188				6	4	4	16	5	8	14
ESC_AA7714AA	13-287.2	traces-0DiEbIM;7GeneMLST;ND;;NA;Legacy		Water/River	Water	2013				Europe	Netherlands							H.Blaak, RIVM, Bilthoven					Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA7714AA	NaN	5189	ST354 Cplx			85	88	78	29	9	58	14
