Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Comment,Simple Disease,Disease,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Differences,ST,ST Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_BA3775AA,96-6494,ERR042791;ILLUMINA;Paired;216;ERX019923;NEW,Human,Human,Homo sapiens; feces,1996,7,24,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027648,ERS025892,8/27/15,11/3/11,ESC_BA3775AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3778AA,96-5282,ERR042790;ILLUMINA;Paired;216;ERX019922;NEW,Human,Human,Homo sapiens; feces,1996,7,4,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027688,ERS025891,8/27/15,11/3/11,ESC_BA3778AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3780AA,96-2938,ERR042789;ILLUMINA;Paired;216;ERX019921;NEW,Human,Human,Homo sapiens; feces,1996,4,18,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027672,ERS025890,8/27/15,11/3/11,ESC_BA3780AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3782AA,96-1420,ERR042788;ILLUMINA;Paired;216;ERX019920;NEW,Human,Human,Homo sapiens; feces,1996,5,30,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027703,ERS025889,8/27/15,11/3/11,ESC_BA3782AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3784AA,200702224,ERR042787;ILLUMINA;Paired;216;ERX019919;NEW,Human,Human,Homo sapiens; feces,2007,5,1,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027706,ERS025888,8/27/15,11/3/11,ESC_BA3784AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3787AA,200702004,ERR042786;ILLUMINA;Paired;216;ERX019918;NEW,Human,Human,Homo sapiens; feces,2007,4,22,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027717,ERS025887,8/27/15,11/3/11,ESC_BA3787AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3789AA,200701910,ERR042785;ILLUMINA;Paired;216;ERX019917;NEW,Human,Human,Homo sapiens; feces,2007,4,18,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027678,ERS025886,8/27/15,11/3/11,ESC_BA3789AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3791AA,200701608,ERR042784;ILLUMINA;Paired;216;ERX019916;NEW,Human,Human,Homo sapiens; feces,2007,3,27,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027690,ERS025885,8/27/15,11/3/11,ESC_BA3791AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3793AA,200701018,ERR042783;ILLUMINA;Paired;216;ERX019915;NEW,Human,Human,Homo sapiens; feces,2007,2,22,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027649,ERS025884,8/27/15,11/3/11,ESC_BA3793AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3795AA,200700426,ERR042782;ILLUMINA;Paired;216;ERX019914;NEW,Human,Human,Homo sapiens; feces,2007,1,21,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027662,ERS025883,8/27/15,11/3/11,ESC_BA3795AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3799AA,200303567,ERR042780;ILLUMINA;Paired;216;ERX019912;NEW,Human,Human,Homo sapiens; feces,2003,6,11,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027733,ERS025881,8/27/15,11/3/11,ESC_BA3799AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA3801AA,200301223,ERR042779;ILLUMINA;Paired;216;ERX019911;NEW,Human,Human,Homo sapiens; feces,2003,2,28,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB2460,ERP000568,SAMEA1027722,ERS025880,8/27/15,11/3/11,ESC_BA3801AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_BA5903AA,Jul-68,ERR200319;ILLUMINA;Paired;250;ERX175022;NEW,,,,2007,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,,Sb18,,,,"France, 1303369",,,PRJEB2846,ERP001161,SAMEA1569905,ERS157596,8/27/15,12/11/12,ESC_BA5903AA,,243,ST243 Cplx,B1,,1,4,1,1,1,1,1
ESC_BA5920AA,06-1243,ERR200310;ILLUMINA;Paired;250;ERX175013;NEW,,,,2006,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,,Sb14,,,,,,,PRJEB2846,ERP001161,SAMEA1569993,ERS157587,8/27/15,12/11/12,ESC_BA5920AA,,1273,ST243 Cplx,B1,,1,75,1,1,1,1,1
ESC_BA5924AA,Mar-23,ERR200308;ILLUMINA;Paired;250;ERX175011;NEW,,,,2003,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Escherichia coli,,B13 atypical boydii,,,,was S boydii,,,PRJEB2846,ERP001161,SAMEA1569876,ERS157585,8/27/15,12/11/12,ESC_BA5924AA,,5592,,,,483,709,264,45,441,413,2
ESC_BA5930AA,UE 98-297,ERR200305;ILLUMINA;Paired;250;ERX175008;NEW,,,,1998,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,,Sb22,,,,,,,PRJEB2846,ERP001161,SAMEA1569856,ERS157582,8/27/15,12/11/12,ESC_BA5930AA,,1753,ST245 Cplx,,,6,61,6,11,51,3,60
ESC_BA5932AA,UE 38-87,ERR200304;ILLUMINA;Paired;250;ERX175007;NEW,,,,1987,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,,Sb22,,,,,,,PRJEB2846,ERP001161,SAMEA1569940,ERS157581,8/27/15,12/11/12,ESC_BA5932AA,,1753,ST245 Cplx,,,6,61,6,11,51,3,60
ESC_BA5950AA,34-87,ERR200295;ILLUMINA;Paired;250;ERX174998;NEW,,,,1987,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,,Sb10,,,,,,,PRJEB2846,ERP001161,SAMEA1569985,ERS157572,8/27/15,12/11/12,ESC_BA5950AA,,243,ST243 Cplx,B1,,1,4,1,1,1,1,1
ESC_BA5983AA,Jun-95,ERR200278;ILLUMINA;Paired;250;ERX174981;NEW,,,,2006,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,, Sb5,,,,,,,PRJEB2846,ERP001161,SAMEA1569890,ERS157555,8/27/15,12/11/12,ESC_BA5983AA,,149,,ABD,,6,60,60,3,6,6,3
ESC_BA6004AA,UE 94-9784,ERR200268;ILLUMINA;Paired;250;ERX174971;NEW,,,,1994,,,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella boydii,,Sb2,,,,,,,PRJEB2846,ERP001161,SAMEA1569937,ERS157545,8/27/15,12/11/12,ESC_BA6004AA,,145,ST243 Cplx,B1,,1,10,1,1,1,1,1
ESC_BA9443AA,Sep-01,"SRR353437;PACBIO_SMRT;Single;;SRX101291;NEW,SRR353442;PACBIO_SMRT;Single;;SRX101291;NEW,SRR353440;PACBIO_SMRT;Single;;SRX101291;NEW,SRR353439;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353441;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353444;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353447;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353431;PACBIO_SMRT;Single;;SRX101292;NEW,SRR353445;PACBIO_SMRT;Single;;SRX101292;NEW,SRR353443;PACBIO_SMRT;Single;;SRX101292;NEW,SRR353434;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353438;PACBIO_SMRT;Single;;SRX101292;NEW,SRR353435;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353432;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353449;PACBIO_SMRT;Single;;SRX101292;NEW,SRR353436;PACBIO_SMRT;Single;;SRX101293;NEW,SRR353450;PACBIO_SMRT;Single;;SRX101292;NEW,SRR341553;ILLUMINA;Paired;186;SRX095634;NEW,SRR341552;ILLUMINA;Paired;527;SRX095633;NEW,SRR353430;PACBIO_SMRT;Single;;SRX101291;NEW,SRR353448;PACBIO_SMRT;Single;;SRX101291;NEW,SRR353446;PACBIO_SMRT;Single;;SRX101291;NEW,SRR353433;PACBIO_SMRT;Single;;SRX101292;NEW",,,,2009,,,,Europe,France,Auvergne-RhÃ´ne-Alpes,RhÃ´ne,Lyon,,,,Broad Institute,Escherichia coli,,,,,,,,,PRJNA68213,SRP008033,SAMN00715302,SRS259597,8/27/15,10/16/11,ESC_BA9443AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9444AA,Apr-51,"SRR341551;ILLUMINA;Paired;558;SRX095632;NEW,SRR353412;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353418;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353419;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353420;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353422;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353423;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353427;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353429;PACBIO_SMRT;Single;;SRX101290;NEW,SRR353411;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353413;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353414;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353416;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353417;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353424;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353425;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353428;PACBIO_SMRT;Single;;SRX101289;NEW,SRR353410;PACBIO_SMRT;Single;;SRX101288;NEW,SRR353415;PACBIO_SMRT;Single;;SRX101288;NEW,SRR353421;PACBIO_SMRT;Single;;SRX101288;NEW,SRR353426;PACBIO_SMRT;Single;;SRX101288;NEW,SRR341550;ILLUMINA;Paired;186;SRX095631;NEW",,,,2004,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,,,,,,,,PRJNA68211,SRP008032,SAMN00715301,SRS259596,8/27/15,10/16/11,ESC_BA9444AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9448AA,4-Nov,"SRR341557;ILLUMINA;Paired;186;SRX095638;NEW,SRR341558;ILLUMINA;Paired;616;SRX095639;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA70733,SRP008036,SAMN00715305,SRS259600,8/27/15,9/2/11,ESC_BA9448AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9460AA,Nov-38,"SRR341578;ILLUMINA;Paired;591;SRX095659;NEW,SRR341577;ILLUMINA;Paired;186;SRX095658;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA70749,SRP008046,SAMN00715315,SRS259610,8/27/15,9/2/11,ESC_BA9460AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9463AA,11-4632 C5,"SRR341572;ILLUMINA;Paired;594;SRX095653;NEW,SRR341571;ILLUMINA;Paired;186;SRX095652;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA70747,SRP008044,SAMN00715312,SRS259607,8/27/15,9/2/11,ESC_BA9463AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9465AA,11-4632 C2,"SRR341565;ILLUMINA;Paired;186;SRX095646;NEW,SRR341566;ILLUMINA;Paired;591;SRX095647;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA70741,SRP008040,SAMN00715309,SRS259604,8/27/15,9/2/11,ESC_BA9465AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9466AA,11-4632 C1,"SRR341563;ILLUMINA;Paired;186;SRX095644;NEW,SRR341564;ILLUMINA;Paired;669;SRX095645;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA70739,SRP008039,SAMN00715308,SRS259603,8/27/15,9/2/11,ESC_BA9466AA,,678,,B1,,6,6,5,136,9,7,7
ESC_BA9717AA,Escherichia coliBF 139942,ERR264273;ILLUMINA;Paired;236;ERX238791;NEW,Companion Animal,Canine,Dog,2010,,,,Europe,France,,,,,,,THE SANGER CENTER,Escherichia coli,,,,,,,,,PRJEB1252,ERP002086,SAMEA1877524,ERS193923,8/27/15,4/29/13,ESC_BA9717AA,,131,ST131 Cplx,B2,,53,40,47,13,36,28,29
ESC_BA9746AA,Escherichia coliVM/15/79,ERR264244;ILLUMINA;Paired;236;ERX238762;NEW,Companion Animal,Canine,Dog,2009,,,,Europe,France,,,,,,,THE SANGER CENTER,Escherichia coli,,,,,,,,,PRJEB1252,ERP002086,SAMEA1877389,ERS193894,8/27/15,4/29/13,ESC_BA9746AA,,131,ST131 Cplx,B2,,53,40,47,13,36,28,29
ESC_CA0827AA,Ec 11-9941,"SRR398084;ILLUMINA;Paired;310;SRX115405;NEW,SRR398089;ILLUMINA;Paired;632;SRX115410;NEW,SRR398090;ILLUMINA;Paired;632;SRX115411;NEW,SRR398086;ILLUMINA;Paired;310;SRX115407;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA76805,SRP027353,SAMN00771320,SRS285365,8/27/15,1/11/12,ESC_CA0827AA,,678,,B1,,6,6,5,136,9,7,7
ESC_CA0828AA,Ec11-9990,"SRR398081;ILLUMINA;Paired;310;SRX115402;NEW,SRR398088;ILLUMINA;Paired;564;SRX115409;NEW,SRR398083;ILLUMINA;Paired;310;SRX115404;NEW,SRR398087;ILLUMINA;Paired;564;SRX115408;NEW",Human,Human,,2011,,,,Europe,France,,,,,,,Broad Institute,Escherichia coli,,O104:H4,,Pathogen,,,,,PRJNA76803,SRP027351,SAMN00771319,SRS285364,8/27/15,1/11/12,ESC_CA0828AA,,678,,B1,,6,6,5,136,9,7,7
ESC_CA3851AA,AA019,ERR1010208;ILLUMINA;Paired;479;ERX1089232;NEW,Livestock,Bovine,Bovine,1999,,,,Europe,France,,,,,,,STATENS SERUM INSTITUT,Escherichia coli,,O174:H43,,,,,,,PRJEB10700,ERP011986,SAMEA3529380,ERS836529,11/4/15,11/3/15,ESC_CA3851AA,,5781,,AxB1,,9,6,5,10,457,8,6
ESC_CA3852AA,AA018,ERR1010207;ILLUMINA;Paired;518;ERX1089231;NEW,Livestock,Bovine,Bovine; Raw milk,2008,,,,Europe,France,,,,,,,STATENS SERUM INSTITUT,Escherichia coli,,O46:H38,,,,,,,PRJEB10700,ERP011986,SAMEA3529305,ERS836454,11/4/15,11/3/15,ESC_CA3852AA,,154,,AxB1,,6,6,5,10,9,8,6
ESC_CA4466AA,AZ684313,SRR2970654;ILLUMINA;Paired;;SRX1460052;SRA,Human,Human,Human Clinical Urine,2010,6,1,,Europe,France,,,,,47,2,University of Oxford,Escherichia coli,,,,,,,fimH30_clade C1,,PRJNA297860,SRP066943,SAMN04159647,SRS1187483,12/12/15,12/8/15,ESC_CA4466AA,,131,ST131 Cplx,B2,,53,40,47,13,36,28,29
ESC_CA6373AA,SH Lisbonne,ERR1014040;ILLUMINA;Paired;101;ERX1093100;SRA,Human,Human,Human,,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella dysenteriae,,Sd1,,,,Lineage II; <1921,,,PRJEB10304,ERP011535,SAMEA3538397,ERS845546,2/12/16,2/12/16,ESC_CA6373AA,,260,,ABD,,2,79,59,2,2,2,2
ESC_CA6436AA,97-13397,ERR1013963;ILLUMINA;Paired;101;ERX1093023;SRA,Human,Human,Human,1997,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella dysenteriae,,Sd1,,,,Lineage IV,,,PRJEB10304,ERP011535,SAMEA3538257,ERS845406,2/12/16,2/12/16,ESC_CA6436AA,,146,,ABD,,2,1,59,2,2,2,2
ESC_CA8121AA,183,traces-0nHwCzL;ILLUMINA;Paired;;NA;Uploaded,,,,2014,,,,Europe,France,,,,,,,melanie.herygonin@laposte.net,Escherichia coli,,,,,,,,,,,,,3/17/16,9/15/16,ESC_CA8121AA,,6119,,,,545,557,519,627,180,16,433
ESC_CA9017AA,WS4202,GCF_001307215;Complete Genome;;;;Complete Genome,Human,Amphibian,"derived from CIP 106327 (Collection de l'Institute Pasteur, Paris, France)",2003,,,,Europe,France,ÃŽle-de-France,,Paris,,,,Technische Universitaet Muenchen,Escherichia coli,,O157:H7,,,,,,,PRJNA224116,,SAMN04103124,,3/30/16,10/6/15,ESC_CA9017AA,,11,ST11 Cplx,ABD,,12,12,8,12,15,2,2
ESC_DA3890AA,201405358_1,ERR861689;ILLUMINA;Paired;500;ERX941339;SRA,Human,Human,Homo sapiens; feces,2014,7,7,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345105,ERS706535,6/30/16,5/28/15,ESC_DA3890AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3891AA,201405357_1,ERR861688;ILLUMINA;Paired;500;ERX941338;SRA,Human,Human,Homo sapiens; feces,2014,7,7,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345104,ERS706534,6/30/16,5/28/15,ESC_DA3891AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3892AA,201405327_1,ERR861687;ILLUMINA;Paired;500;ERX941337;SRA,Human,Human,Homo sapiens; feces,2014,7,9,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345103,ERS706533,6/30/16,5/28/15,ESC_DA3892AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3893AA,201405302_1,ERR861686;ILLUMINA;Paired;500;ERX941336;SRA,Human,Human,Homo sapiens; feces,2014,7,1,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345102,ERS706532,6/30/16,5/28/15,ESC_DA3893AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3894AA,201405267_1,ERR861685;ILLUMINA;Paired;500;ERX941335;SRA,Human,Human,Homo sapiens; feces,2014,7,4,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345101,ERS706531,6/30/16,5/28/15,ESC_DA3894AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3895AA,201405193_1,ERR861684;ILLUMINA;Paired;500;ERX941334;SRA,Human,Human,Homo sapiens; feces,2014,7,1,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345100,ERS706530,6/30/16,5/28/15,ESC_DA3895AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3896AA,201405079_1,ERR861683;ILLUMINA;Paired;500;ERX941333;SRA,Human,Human,Homo sapiens; feces,2014,6,26,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345099,ERS706529,6/30/16,5/28/15,ESC_DA3896AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3897AA,201404332_1,ERR861682;ILLUMINA;Paired;500;ERX941332;SRA,Human,Human,Homo sapiens; feces,2014,6,2,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345098,ERS706528,6/30/16,5/28/15,ESC_DA3897AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3898AA,201403963_1,ERR861681;ILLUMINA;Paired;500;ERX941331;SRA,Human,Human,Homo sapiens; feces,2014,5,21,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345097,ERS706527,6/30/16,5/28/15,ESC_DA3898AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3899AA,201403956_1,ERR861680;ILLUMINA;Paired;500;ERX941330;SRA,Human,Human,Homo sapiens; feces,2014,5,21,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345096,ERS706526,6/30/16,5/28/15,ESC_DA3899AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3900AA,201403955_1,ERR861679;ILLUMINA;Paired;500;ERX941329;SRA,Human,Human,Homo sapiens; feces,2014,5,19,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345095,ERS706525,6/30/16,5/28/15,ESC_DA3900AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3901AA,201403906_1,ERR861678;ILLUMINA;Paired;500;ERX941328;SRA,Human,Human,Homo sapiens; feces,2014,5,24,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345094,ERS706524,6/30/16,5/28/15,ESC_DA3901AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3902AA,201403834_1,ERR861677;ILLUMINA;Paired;500;ERX941327;SRA,Human,Human,Homo sapiens; feces,2014,5,22,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345093,ERS706523,6/30/16,5/28/15,ESC_DA3902AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3903AA,201402995_1,ERR861676;ILLUMINA;Paired;500;ERX941326;SRA,Human,Human,Homo sapiens; feces,2014,4,27,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,S. sonnei,,,,PRJEB9113,ERP010188,SAMEA3345092,ERS706522,6/30/16,5/28/15,ESC_DA3903AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3904AA,201402425_1,ERR861675;ILLUMINA;Paired;500;ERX941325;SRA,Human,Human,Homo sapiens; feces,2014,4,4,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345091,ERS706521,6/30/16,5/28/15,ESC_DA3904AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3905AA,201402408_1,ERR861674;ILLUMINA;Paired;500;ERX941324;SRA,Human,Human,Homo sapiens; feces,2014,4,2,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345090,ERS706520,6/30/16,5/28/15,ESC_DA3905AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3906AA,201401879_1,ERR861673;ILLUMINA;Paired;500;ERX941323;SRA,Human,Human,Homo sapiens; feces,2014,3,17,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345089,ERS706519,6/30/16,5/28/15,ESC_DA3906AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3907AA,201401842_1,ERR861672;ILLUMINA;Paired;500;ERX941322;SRA,Human,Human,Homo sapiens; feces,2014,3,11,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345088,ERS706518,6/30/16,5/28/15,ESC_DA3907AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3908AA,201401743_1,ERR861671;ILLUMINA;Paired;500;ERX941321;SRA,Human,Human,Homo sapiens; feces,2014,3,8,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345087,ERS706517,6/30/16,5/28/15,ESC_DA3908AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3909AA,201401742_1,ERR861670;ILLUMINA;Paired;500;ERX941320;SRA,Human,Human,Homo sapiens; feces,2014,3,8,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345086,ERS706516,6/30/16,5/28/15,ESC_DA3909AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3910AA,201401573_1,ERR861669;ILLUMINA;Paired;500;ERX941319;SRA,Human,Human,Homo sapiens; feces,2014,3,3,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345085,ERS706515,6/30/16,5/28/15,ESC_DA3910AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3911AA,201401464_1,ERR861668;ILLUMINA;Paired;500;ERX941318;SRA,Human,Human,Homo sapiens; feces,2014,1,28,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345084,ERS706514,6/30/16,5/28/15,ESC_DA3911AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3912AA,201401463_1,ERR861667;ILLUMINA;Paired;500;ERX941317;SRA,Human,Human,Homo sapiens; feces,2014,1,29,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345083,ERS706513,6/30/16,5/28/15,ESC_DA3912AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_DA3913AA,201401278_1,ERR861666;ILLUMINA;Paired;500;ERX941316;SRA,Human,Human,Homo sapiens; feces,2014,2,17,,Europe,France,,,,,,,The Wellcome Trust Sanger Institute,Shigella sonnei,,,,,,,,,PRJEB9113,ERP010188,SAMEA3345082,ERS706512,6/30/16,5/28/15,ESC_DA3913AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
