"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_YA8444AA","387-14","SRR18230973;ILLUMINA;Paired;;SRX14372458;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988209","SRS12185255","2022-03-14","2022-03-04","ESC_YA8444AA",NA,624,"ST648 Cplx","",NA,92,4,87,96,70,58,91
"ESC_YA8445AA","387-11","SRR18230974;ILLUMINA;Paired;;SRX14372457;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988208","SRS12185254","2022-03-14","2022-03-04","ESC_YA8445AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_YA8446AA","386-10x2","SRR18230975;ILLUMINA;Paired;;SRX14372456;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988207","SRS12185253","2022-03-14","2022-03-04","ESC_YA8446AA",NA,354,"ST354 Cplx","",NA,85,88,78,29,59,58,62
"ESC_YA8447AA","385-11","SRR18230976;ILLUMINA;Paired;;SRX14372455;SRA","Environment","Water/River","river",2020,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"Debreceni Egyetem","Escherichia coli","","",NA,"","","","","PRJNA807502","SRP362533","","SAMN25988206","SRS12185252","2022-03-14","2022-03-04","ESC_YA8447AA",NA,1303,"ST10 Cplx","A",NA,10,7,4,8,12,35,2
"ESC_CB2825AA","DTU_2021_1002046_1_SI_HUN_PEC_050","ERR10438500;ILLUMINA;Paired;;ERX9964087;SRA","Human","Human","Homo Sapiens; urine",2020,11,6,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504771","ERS13617133","2022-11-01","2022-11-01","ESC_CB2825AA",NA,80,"ST568 Cplx","B2",NA,13,24,19,14,23,1,10
"ESC_CB2826AA","DTU_2021_1002042_1_SI_HUN_PEC_046","ERR10438499;ILLUMINA;Paired;;ERX9964086;SRA","Human","Human","Homo Sapiens; urine",2020,11,5,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504767","ERS13617129","2022-11-01","2022-11-01","ESC_CB2826AA",NA,141,"","B2",NA,13,52,10,14,17,25,17
"ESC_CB2827AA","DTU_2021_1002051_1_SI_HUN_PEC_055","ERR10438498;ILLUMINA;Paired;;ERX9964085;SRA","Human","Human","Homo Sapiens; blood",2020,11,5,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504770","ERS13617132","2022-11-01","2022-11-01","ESC_CB2827AA",NA,14102,"","B2",NA,13,14,1374,36,23,11,10
"ESC_CB2828AA","DTU_2021_1002032_1_SI_HUN_PEC_036","ERR10438497;ILLUMINA;Paired;;ERX9964084;SRA","Human","Human","Homo Sapiens; swab (wound)",2020,11,3,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504766","ERS13617128","2022-11-01","2022-11-01","ESC_CB2828AA",NA,13996,"ST568 Cplx","B2",NA,1601,24,19,14,23,1,10
"ESC_CB2829AA","DTU_2021_1002043_1_SI_HUN_PEC_047","ERR10438496;ILLUMINA;Paired;;ERX9964083;SRA","Human","Human","Homo Sapiens; urine",2020,11,5,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504768","ERS13617130","2022-11-01","2022-11-01","ESC_CB2829AA",NA,14101,"ST568 Cplx","B2",NA,13,24,1367,14,23,1,10
"ESC_CB2830AA","DTU_2021_1002045_1_SI_HUN_PEC_049","ERR10438495;ILLUMINA;Paired;;ERX9964082;SRA","Human","Human","Homo Sapiens; unspecified diagnostic sample",2020,11,5,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504769","ERS13617131","2022-11-01","2022-11-01","ESC_CB2830AA",NA,14099,"ST86 Cplx","AxB1",NA,99,6,33,1748,24,8,7
"ESC_CB2831AA","DTU_2021_1002012_1_SI_HUN_PEC_016","ERR10438489;ILLUMINA;Paired;;ERX9964081;SRA","Human","Human","Homo Sapiens; urine",2020,11,1,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504759","ERS13617121","2022-11-01","2022-11-01","ESC_CB2831AA",NA,2020,"ST69 Cplx","D",NA,21,35,27,6,220,5,4
"ESC_CB2832AA","DTU_2021_1002023_1_SI_HUN_PEC_027","ERR10438482;ILLUMINA;Paired;;ERX9964080;SRA","Human","Human","Homo Sapiens; urine",2020,11,3,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504764","ERS13617126","2022-11-01","2022-11-01","ESC_CB2832AA",NA,14100,"ST12 Cplx","B2",NA,13,13,9,13,16,10,1102
"ESC_CB2833AA","DTU_2021_1002029_1_SI_HUN_PEC_033","ERR10438481;ILLUMINA;Paired;;ERX9964079;SRA","Human","Human","Homo Sapiens; urine",2020,11,3,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504765","ERS13617127","2022-11-01","2022-11-01","ESC_CB2833AA",NA,501,"","",NA,35,132,2,27,37,5,4
"ESC_CB2834AA","DTU_2021_1002019_1_SI_HUN_PEC_023","ERR10438474;ILLUMINA;Paired;;ERX9964078;SRA","Human","Human","Homo Sapiens; urine",2020,11,2,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504763","ERS13617125","2022-11-01","2022-11-01","ESC_CB2834AA",NA,14098,"ST95 Cplx","B2",NA,1670,38,19,37,17,11,26
"ESC_CB2835AA","DTU_2021_1002013_1_SI_HUN_PEC_017","ERR10438473;ILLUMINA;Paired;;ERX9964077;SRA","Human","Human","Homo Sapiens; urine",2020,11,2,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504762","ERS13617124","2022-11-01","2022-11-01","ESC_CB2835AA",NA,420,"","",NA,13,38,84,13,17,68,34
"ESC_CB2836AA","DTU_2021_1002008_1_SI_HUN_PEC_012","ERR10438460;ILLUMINA;Paired;;ERX9964076;SRA","Human","Human","Homo Sapiens; urine",2020,11,2,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504760","ERS13617122","2022-11-01","2022-11-01","ESC_CB2836AA",NA,141,"","B2",NA,13,52,10,14,17,25,17
"ESC_CB2837AA","DTU_2021_1002010_1_SI_HUN_PEC_014","ERR10438459;ILLUMINA;Paired;;ERX9964075;SRA","Human","Human","Homo Sapiens; unspecified diagnostic sample",2020,11,2,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504761","ERS13617123","2022-11-01","2022-11-01","ESC_CB2837AA",NA,14002,"ST73 Cplx","B2",NA,1614,24,9,13,17,11,25
"ESC_CB2838AA","DTU_2021_1002009_1_SI_HUN_PEC_013","ERR10438456;ILLUMINA;Paired;;ERX9964074;SRA","Human","Human","Homo Sapiens; urine",2020,11,1,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504758","ERS13617120","2022-11-01","2022-11-01","ESC_CB2838AA",NA,428,"","B2",NA,96,40,13,100,23,28,66
"ESC_CB2839AA","DTU_2021_1002006_1_SI_HUN_PEC_010","ERR10438447;ILLUMINA;Paired;;ERX9964073;SRA","Human","Human","Homo Sapiens; aspirate",2020,11,1,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504757","ERS13617119","2022-11-01","2022-11-01","ESC_CB2839AA",NA,127,"","B2",NA,13,14,19,36,23,11,10
"ESC_CB2840AA","DTU_2021_1002005_1_SI_HUN_PEC_009","ERR10438446;ILLUMINA;Paired;;ERX9964072;SRA","Human","Human","Homo Sapiens; unspecified diagnostic sample",2020,11,1,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504756","ERS13617118","2022-11-01","2022-11-01","ESC_CB2840AA",NA,2453,"ST155 Cplx","",NA,6,4,4,16,24,12,104
"ESC_CB2841AA","DTU_2021_1001998_1_SI_HUN_PEC_002","ERR10438444;ILLUMINA;Paired;;ERX9964070;SRA","Human","Human","Homo Sapiens; aspirate",2020,10,30,NA,"Europe","Hungary","","","",NA,NA,NA,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark","Escherichia coli","","",NA,"","","","","PRJEB56918","ERP141886","","SAMEA111504755","ERS13617117","2022-11-01","2022-11-01","ESC_CB2841AA",NA,10,"ST10 Cplx","A",NA,10,11,4,8,8,8,2
"ESC_CB9251AA","47538","traces-0eyZvQY;ILLUMINA;Paired;;NA;Uploaded","Human","Human","urine",2022,NA,NA,NA,"Europe","Hungary","Baranya","","Szigetvar",NA,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2022-12-16","2023-06-20","ESC_CB9251AA",NA,405,"ST405 Cplx","",NA,35,37,29,25,4,5,73
"ESC_CB9252AA","43905","traces-0dnruFs;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2022,NA,NA,NA,"Europe","Hungary","Baranya","","Szigetvar",NA,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2022-12-16","2023-06-20","ESC_CB9252AA",NA,405,"ST405 Cplx","",NA,35,37,29,25,4,5,73
"ESC_DB2335AA","5783","traces-0OTdMnK;ILLUMINA;Paired;;NA;Uploaded","","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","Escherichia coli","","",NA,"","","","","","","","","","2023-01-05","2023-01-05","ESC_DB2335AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_DB2481AA","7685","traces-0bVDrsU;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","Escherichia coli","","",NA,"","","","","","","","","","2023-01-06","2023-01-06","ESC_DB2481AA",NA,69,"ST69 Cplx","D",NA,21,35,27,6,5,5,4
"ESC_DB2482AA","8222","traces-0YcuTJD;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2023-01-06","2023-01-06","ESC_DB2482AA",NA,69,"ST69 Cplx","D",NA,21,35,27,6,5,5,4
"ESC_DB2483AA","10878","traces-0ddqfEk;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2023-01-07","2023-01-07","ESC_DB2483AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB2645AA","13186","traces-0soYNGF;ILLUMINA;Paired;;NA;Uploaded","","","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2023-01-08","2023-01-08","ESC_DB2645AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB2646AA","14730","traces-0McSJaA;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2023-01-08","2023-01-08","ESC_DB2646AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB2647AA","25872","traces-0rkSdlh;ILLUMINA;Paired;;NA;Uploaded","Human","Food","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2023-01-08","2023-01-08","ESC_DB2647AA",NA,38,"ST38 Cplx","D",NA,4,26,2,25,5,5,19
"ESC_DB3466AA","26972","traces-0jAiwbH;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Agnes Sonnevend","","","",NA,"","","","","","","","","","2023-01-10","2023-01-10","ESC_DB3466AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB7653AA","40585_2020","traces-0SxvoeZ;ILLUMINA;Paired;;NA;Uploaded","Human","Human","",2020,NA,NA,NA,"Europe","Hungary","Baranya","","Pecs",7624,NA,NA,"Agnes Sonnevend","Escherichia coli","","",NA,"","","","","","","","","","2023-02-21","2023-02-21","ESC_DB7653AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB7873AA","1245","traces-0ipgahQ;ILLUMINA;Paired;;NA;Uploaded","","","",2022,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Dr. Sonnevend Ágnes","","","",NA,"","","","","","","","","","2023-02-24","2023-02-24","ESC_DB7873AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB7971AA","1950","traces-0TLmXkX;ILLUMINA;Paired;;NA;Uploaded","","Human","UTI",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Dr.Sonnevend Ágnes","Escherichia coli","","",NA,"","","","","","","","","","2023-02-25","2023-02-25","ESC_DB7971AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB7972AA","1951","traces-0xwJzfD;ILLUMINA;Paired;;NA;Uploaded","","Human","UTI",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Dr.Sonnevend Ágnes","Escherichia coli","","",NA,"","","","","","","","","","2023-02-25","2023-02-25","ESC_DB7972AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB7973AA","1952","traces-0fhyRPt;ILLUMINA;Paired;;NA;Uploaded","","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Dr.Sonnevend Ágnes","Escherichia coli","","",NA,"","","","","","","","","","2023-02-25","2023-02-25","ESC_DB7973AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_DB7974AA","1953","traces-0YPmtAu;ILLUMINA;Paired;;NA;Uploaded","","Human","",2020,NA,NA,NA,"Europe","Hungary","","","Pécs",7624,NA,NA,"Dr. Sonnevend Ágnes","","","",NA,"","","","","","","","","","2023-02-25","2023-02-25","ESC_DB7974AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_FB2371AA","951/2","SRR24490774;ILLUMINA;Paired;;SRX20276040;SRA","Human","Human","Homo sapiens; urine",2022,10,10,NA,"Europe","Hungary","","Budapest","",NA,47.474746,19.091741,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA971108","SRP436809","","SAMN35019575","SRS17603494","2023-05-11","2023-05-10","ESC_FB2371AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_FB3088AA","920/1","SRR24490775;ILLUMINA;Paired;;SRX20276039;SRA","Human","Human","Homo sapiens; urine",2022,10,10,NA,"Europe","Hungary","","Budapest","",NA,47.474746,19.091741,"Semmelweis University","Escherichia coli","","",NA,"","","","","PRJNA971108","SRP436809","","SAMN35019574","SRS17603493","2023-05-16","2023-05-10","ESC_FB3088AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5247AA","EC17","SRR25567524;ILLUMINA;Paired;;SRX21296341;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887205","SRS18545629","2023-08-15","2023-08-08","ESC_GB5247AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5248AA","EC16","SRR27187020;OXFORD_NANOPORE;Single;;SRX22867240;SRA,SRR25567525;ILLUMINA;Paired;;SRX21296340;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887204","SRS18545627","2023-08-15","2023-08-08","ESC_GB5248AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5249AA","EC15","SRR27187031;OXFORD_NANOPORE;Single;;SRX22867229;SRA,SRR25567526;ILLUMINA;Paired;;SRX21296339;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887203","SRS18545628","2023-08-15","2023-08-08","ESC_GB5249AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5250AA","EC5","SRR25567527;ILLUMINA;Paired;;SRX21296338;SRA,SRR27187021;OXFORD_NANOPORE;Single;;SRX22867239;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887258","SRS18545626","2023-08-15","2023-08-08","ESC_GB5250AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5251AA","EC4","SRR27187022;OXFORD_NANOPORE;Single;;SRX22867238;SRA,SRR25567528;ILLUMINA;Paired;;SRX21296337;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887257","SRS18545625","2023-08-15","2023-08-08","ESC_GB5251AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5252AA","EC3","SRR27187023;OXFORD_NANOPORE;Single;;SRX22867237;SRA,SRR25567529;ILLUMINA;Paired;;SRX21296336;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887256","SRS18545624","2023-08-15","2023-08-08","ESC_GB5252AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5253AA","EC14","SRR25567530;ILLUMINA;Paired;;SRX21296335;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887202","SRS18545623","2023-08-15","2023-08-08","ESC_GB5253AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5254AA","EC2","SRR27187024;OXFORD_NANOPORE;Single;;SRX22867236;SRA,SRR25567531;ILLUMINA;Paired;;SRX21296334;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887255","SRS18545622","2023-08-15","2023-08-08","ESC_GB5254AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5255AA","EC1","SRR25567532;ILLUMINA;Paired;;SRX21296333;SRA,SRR27187025;OXFORD_NANOPORE;Single;;SRX22867235;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887254","SRS18545621","2023-08-15","2023-08-08","ESC_GB5255AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5256AA","AN3","SRR25567533;ILLUMINA;Paired;;SRX21296332;SRA","Human","Human","Homo sapiens; blood culture",2016,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887253","SRS18545620","2023-08-15","2023-08-08","ESC_GB5256AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5257AA","AN18","SRR25567534;ILLUMINA;Paired;;SRX21296331;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887252","SRS18545619","2023-08-15","2023-08-08","ESC_GB5257AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5258AA","AN17","SRR25567535;ILLUMINA;Paired;;SRX21296330;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887251","SRS18545618","2023-08-15","2023-08-08","ESC_GB5258AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5259AA","AN16","SRR25567536;ILLUMINA;Paired;;SRX21296329;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887250","SRS18545617","2023-08-15","2023-08-08","ESC_GB5259AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5260AA","AN15","SRR25567537;ILLUMINA;Paired;;SRX21296328;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887249","SRS18545616","2023-08-15","2023-08-08","ESC_GB5260AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5261AA","AN14","SRR25567538;ILLUMINA;Paired;;SRX21296327;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887248","SRS18545614","2023-08-15","2023-08-08","ESC_GB5261AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5262AA","AN13","SRR25567539;ILLUMINA;Paired;;SRX21296326;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887247","SRS18545615","2023-08-15","2023-08-08","ESC_GB5262AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5263AA","AN12","SRR25567540;ILLUMINA;Paired;;SRX21296325;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887246","SRS18545613","2023-08-15","2023-08-08","ESC_GB5263AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5264AA","EC13","SRR25567541;ILLUMINA;Paired;;SRX21296324;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887201","SRS18545612","2023-08-15","2023-08-08","ESC_GB5264AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5265AA","AN10","SRR25567542;ILLUMINA;Paired;;SRX21296323;SRA","Human","Human","Homo sapiens; blood culture",2016,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887245","SRS18545611","2023-08-15","2023-08-08","ESC_GB5265AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5266AA","K20","SRR25567543;ILLUMINA;Paired;;SRX21296322;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887244","SRS18545610","2023-08-15","2023-08-08","ESC_GB5266AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5267AA","K19","SRR25567544;ILLUMINA;Paired;;SRX21296321;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887243","SRS18545609","2023-08-15","2023-08-08","ESC_GB5267AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
